Tool,Version,Category,URL
"sleuthkit","4.12.1","blackarch-forensic","https://www.sleuthkit.org/sleuthkit"
"sleuthql","9.29fc878","blackarch-misc","https://github.com/RhinoSecurityLabs/SleuthQL"
"slither","4572.3befc968b","blackarch-code-audit","https://github.com/crytic/slither"
"sloth-fuzzer","39.9f7f59a","blackarch-fuzzer","https://github.com/mfontanini/sloth-fuzzer"
"slowhttptest","1.9.0","blackarch-dos","https://github.com/shekyan/slowhttptest"
"slowloris","0.7","blackarch-dos","http://ha.ckers.org/slowloris/"
"slowloris-py","30.eb7f632","blackarch-dos","https://github.com/gkbrk/slowloris"
"slurp-scanner","90.6a4eaaf","blackarch-scanner","https://github.com/0xbharath/slurp"
"smali","2.5.2","blackarch-disassembler","https://github.com/JesusFreke/smali"
"smali-cfgs","6.4450418","blackarch-mobile","https://github.com/ch0psticks/Smali-CFGs"
"smalisca","58.1aa7a16","blackarch-mobile","https://github.com/dorneanu/smalisca"
"smap","24.3ed1ac7","blackarch-exploitation","https://github.com/suraj-root/smap"
"smap-scanner","0.1.12.r1.g90dfe74","blackarch-scanner","https://github.com/s0md3v/Smap"
"smartphone-pentest-framework","104.fc45347","blackarch-mobile","https://github.com/georgiaw/Smartphone-Pentest-Framework"
"smbbf","0.9.1","blackarch-cracker","http://packetstormsecurity.com/files/25381/smbbf.9.1.tar.gz.html"
"smbcrunch","12.313400e","blackarch-recon","https://github.com/Raikia/SMBCrunch"
"smbexec","59.a54fc14","blackarch-scanner","https://github.com/pentestgeek/smbexec"
"smbmap","v1.10.5.r1.g2169cc6","blackarch-scanner","https://github.com/ShawnDEvans/smbmap"
"smbrelay","3","blackarch-windows","http://www.tarasco.org/security/smbrelay/"
"smbspider","10.7db9323","blackarch-scanner","https://github.com/T-S-A/smbspider"
"smbsr","50.7f86241","blackarch-scanner","https://github.com/oldboy21/SMBSR"
"smikims-arpspoof","25.244d9ee","blackarch-spoof","https://github.com/smikims/arpspoof"
"smod","53.7eb8423","blackarch-scanner","https://github.com/enddo/smod"
"smplshllctrlr","9.2baf390","blackarch-webapp","https://github.com/z0noxz/smplshllctrlr"
"smtp-fuzz","1.0","blackarch-fuzzer","none"
"smtp-test","5.d8d8598","blackarch-scanner","https://github.com/isaudits/smtp-test"
"smtp-user-enum","1.2","blackarch-recon","http://pentestmonkey.net/tools/user-enumeration/smtp-user-enum"
"smtp-vrfy","1.0","blackarch-scanner",""
"smtpmap","0.8.234_BETA","blackarch-fingerprint","http://www.projectiwear.org/~plasmahh/software.html"
"smtpscan","0.5","blackarch-fingerprint","http://packetstormsecurity.com/files/31102/smtpscan.5.tar.gz.html"
"smtptester","13.634e1ee","blackarch-exploitation","https://github.com/xFreed0m/SMTPTester"
"smtptx","1.0","blackarch-scanner","http://www.0x90.se/"
"smuggler","23.2be871e","blackarch-webapp","https://github.com/defparam/smuggler"
"smuggler-py","1.0","blackarch-webapp","https://github.com/gwen001/pentest-tools/blob/master/smuggler.py"
"sn00p","0.8","blackarch-automation","http://www.nullsecurity.net/tools/automation.html"
"sn1per","610.c66d2a1","blackarch-automation","https://github.com/1N3/Sn1per"
"snallygaster","243.ece8e7b","blackarch-webapp","https://github.com/hannob/snallygaster"
"snapception","8.c156f9e","blackarch-sniffer","https://github.com/thebradbain/snapception"
"snare","188.b17fdfe","blackarch-honeypot","https://github.com/mushorg/snare"
"snarf-mitm","41.bada142","blackarch-exploitation","https://github.com/purpleteam/snarf"
"sniff-probe-req","410.58c7d63","blackarch-wireless","https://github.com/SkypLabs/sniff-probe-req"
"sniffer","4.688854e","blackarch-networking","https://github.com/julioreynaga/sniffer"
"sniffglue","0.16.1","blackarch-sniffer","https://github.com/kpcyrd/sniffglue"
"sniffjoke","772.434bfb1","blackarch-defensive","http://www.delirandom.net/sniffjoke/"
"sniffles","469.118e93f","blackarch-networking","https://github.com/petabi/sniffles"
"snitch","1.2","blackarch-windows","http://ntsecurity.nu/toolbox/snitch/"
"snmp-brute","19.830bb0a","blackarch-cracker","https://github.com/SECFORCE/SNMP-Brute"
"snmp-fuzzer","0.1.1","blackarch-fuzzer","http://www.arhont.com/en/category/resources/tools-utilities/"
"snmpattack","1.8","blackarch-networking","http://www.c0decafe.de/"
"snmpcheck","1.9","blackarch-networking","http://www.nothink.org/perl/snmpcheck/"
"snmpenum","1.7","blackarch-scanner","http://www.filip.waeytens.easynet.be/"
"snmpscan","0.1","blackarch-scanner","http://www.nothink.org/perl/snmpscan/index.php"
"snoopbrute","17.589fbe6","blackarch-scanner","https://github.com/m57/snoopbrute"
"snoopy-ng","128.eac73f5","blackarch-drone","https://github.com/sensepost/snoopy-ng"
"snort","2.9.20","blackarch-defensive","http://www.snort.org/"
"snow","20130616","blackarch-crypto","http://darkside.com.au/snow/index.html"
"snowman","0.1.3","blackarch-windows","http://derevenets.com/"
"snscan","1.05","blackarch-windows","http://www.mcafee.com/uk/downloads/free-tools/snscan.aspx"
"snscrape","0.4.3.20220106","blackarch-recon","https://github.com/JustAnotherArchivist/snscrape"
"snuck","6.76196b6","blackarch-webapp","https://github.com/mauro-g/snuck"
"snyk","1.1283.0","blackarch-code-audit","https://github.com/snyk/cli"
"soapui","5.7.2","blackarch-proxy","https://www.soapui.org/downloads/soapui/source-forge.html"
"socat","1.8.0.1","blackarch-networking","http://www.dest-unreach.org/socat/"
"social-analyzer","0.45","blackarch-social","https://pypi.org/project/social-analyzer/"
"social-mapper","190.92be8da","blackarch-social","https://github.com/SpiderLabs/social_mapper"
"social-vuln-scanner","11.91794c6","blackarch-social","https://github.com/Betawolf/social-vuln-scanner"
"socialfish","250.a22b58d","blackarch-social","https://github.com/UndeadSec/SocialFish"
"socialpwned","v2.0.1.r5.g6af3563","blackarch-social","https://github.com/MrTuxx/SocialPwned"
"socialscan","128.5ae42d0","blackarch-recon","https://github.com/iojw/socialscan"
"socketfuzz","26.089add2","blackarch-fuzzer","https://github.com/landw1re/socketfuzz"
"sockstat","0.4.1","blackarch-networking","https://packages.debian.org/unstable/main/sockstat"
"sonar-scanner","4.8.0.2856","blackarch-code-audit","https://docs.sonarqube.org/latest/analysis/scan/sonarscanner/"
"soot","3.4.0","blackarch-binary","http://www.sable.mcgill.ca/soot"
"sooty","335.6236fd1","blackarch-defensive","https://github.com/TheresAFewConors/Sooty"
"sourcemapper","37.467916e","blackarch-webapp","https://github.com/denandz/sourcemapper"
"spade","114","blackarch-windows","http://www.hoobie.net/brutus/"
"spaf","11.671a976","blackarch-webapp","https://github.com/Ganapati/spaf"
"sparta","21.b0a4514","blackarch-scanner","http://sparta.secforce.com/"
"spartan","23.babdd7d","blackarch-fingerprint","https://github.com/sensepost/SPartan"
"sparty","0.1","blackarch-webapp","http://sparty.secniche.org/"
"spectools","2010_04_R1","blackarch-wireless","http://www.kismetwireless.net/spectools/"
"speedpwn","8.3dd2793","blackarch-cracker","https://gitorious.org/speedpwn/"
"spektrum","2.1.0","blackarch-radio","https://github.com/pavels/spektrum"
"spf","85.344ac2f","blackarch-social","https://github.com/tatanus/SPF"
"spfmap","8.a42d15a","blackarch-recon","https://github.com/BishopFox/spfmap"
"spiderfoot","4.0","blackarch-recon","https://github.com/smicallef/spiderfoot"
"spiderpig-pdffuzzer","0.1","blackarch-fuzzer","https://code.google.com/p/spiderpig-pdffuzzer/"
"spiga","656.bbdd72b","blackarch-webapp","https://github.com/getdual/scripts-n-tools/blob/master/spiga.py"
"spike-fuzzer","2.9","blackarch-fuzzer","http://www.immunitysec.com/resources-freesoftware.shtml"
"spike-proxy","148","blackarch-webapp","http://www.immunitysec.com/resources-freesoftware.shtml"
"spiped","1.6.2","blackarch-networking","http://www.tarsnap.com/spiped.html"
"spipscan","69.4ad3235","blackarch-webapp","https://github.com/PaulSec/SPIPScan"
"splint","3.1.2.git20180129","blackarch-code-audit","https://repo.or.cz/splint-patched.git"
"sploitctl","3.0.4","blackarch-automation","https://github.com/BlackArch/sploitctl"
"sploitego","153.d9568dc","blackarch-fuzzer","https://github.com/allfro/sploitego"
"spoofcheck","16.8cce591","blackarch-recon","https://github.com/bishopfox/spoofcheck"
"spooftooph","0.5.2","blackarch-bluetooth","http://www.hackfromacave.com/projects/spooftooph.html"
"spoofy","v1.0.2.r7.g0a72500","blackarch-spoof","https://github.com/MattKeeley/Spoofy"
"spookflare","24.19491b5","blackarch-automation","https://github.com/hlldz/SpookFlare"
"spotbugs","17546.466f99b7b","blackarch-code-audit","https://github.com/spotbugs/spotbugs"
"spray365","42.58fd193","blackarch-cracker","https://github.com/MarkoH17/Spray365"
"spraycharles","227.a93a388","blackarch-cracker","https://github.com/Tw1sm/spraycharles"
"sprayhound","0.0.3","blackarch-networking","https://github.com/Hackndo/sprayhound"
"sprayingtoolkit","60.82e2ec8","blackarch-webapp","https://github.com/byt3bl33d3r/SprayingToolkit"
"spraykatz","62.1fb3aa7","blackarch-exploitation","https://github.com/aas-n/spraykatz"
"sps","4.3","blackarch-networking","https://sites.google.com/site/simplepacketsender/"
"spyse","47.cd11ba9","blackarch-recon","https://github.com/zeropwn/spyse.py"
"sqid","0.3","blackarch-webapp","http://sqid.rubyforge.org/"
"sqlbrute","1.0","blackarch-fuzzer","http://www.justinclarke.com/archives/2006/03/sqlbrute.html"
"sqldict","2.1","blackarch-windows","http://ntsecurity.nu/toolbox/sqldict/"
"sqlivulscan","249.cc8e657","blackarch-scanner","https://github.com/Hadesy2k/sqlivulscan"
"sqlmap","1.8.8","blackarch-webapp","https://sqlmap.org"
"sqlninja","0.2.999","blackarch-exploitation","http://sqlninja.sourceforge.net/"
"sqlpat","1.0.1","blackarch-cracker","http://www.cqure.net/wp/sqlpat/"
"sqlping","4","blackarch-windows","http://www.sqlsecurity.com/downloads"
"sqlpowerinjector","1.2","blackarch-windows","http://www.sqlpowerinjector.com/download.htm"
"sqlsus","0.7.2","blackarch-exploitation","http://sqlsus.sourceforge.net/"
"ssdeep","2.14.1","blackarch-crypto","https://ssdeep-project.github.io/ssdeep/"
"ssdp-scanner","1.0","blackarch-scanner","http://packetstormsecurity.com/files/127994/SSDP-Amplification-Scanner.html"
"ssh-audit","3.3.0","blackarch-scanner","https://github.com/jtesta/ssh-audit"
"ssh-honeypot","113.4bda71c","blackarch-honeypot","https://github.com/droberson/ssh-honeypot"
"ssh-mitm","140.70998ba","blackarch-exploitation","https://github.com/jtesta/ssh-mitm"
"ssh-privkey-crack","0.4","blackarch-cracker","https://code.google.com/p/lusas/"
"ssh-user-enum","7.ae453c1","blackarch-scanner","https://github.com/nccgroup/ssh-user-enum"
"sshatter","1.2","blackarch-cracker","http://www.nth-dimension.org.uk/downloads.php?id=34"
"sshfuzz","1.0","blackarch-fuzzer","https://packetstormsecurity.com/fuzzer/sshfuzz.txt"
"sshprank","1.4.2","blackarch-cracker","https://nullsecurity.net/tools/cracker.html"
"sshscan","1.0","blackarch-cracker","https://github.com/getdual/scripts-n-tools/blob/master/sshscan.py"
"sshtrix","0.0.3","blackarch-cracker","http://nullsecurity.net/tools/cracker.html"
"sshtunnel","0.4.0","blackarch-tunnel","https://github.com/pahaz/sshtunnel"
"sshuttle","1.1.2","blackarch-proxy","https://github.com/sshuttle/sshuttle"
"ssl-hostname-resolver","1","blackarch-recon","http://packetstormsecurity.com/files/120634/Common-Name-Grabber-Script.html"
"ssl-phuck3r","2.0","blackarch-sniffer","https://github.com/zombiesam/ssl_phuck3r"
"sslcat","1.0","blackarch-misc","http://www.bindshell.net/tools/sslcat"
"sslcaudit","524.f218b9b","blackarch-scanner","https://github.com/grwl/sslcaudit"
"ssldump","1.7","blackarch-sniffer","http://www.rtfm.com/ssldump/"
"sslh","2.1.2","blackarch-networking","https://www.rutschle.net/tech/sslh/README.html"
"ssllabs-scan","251.53cd76a","blackarch-scanner","https://github.com/ssllabs/ssllabs-scan"
"sslmap","0.2.0","blackarch-scanner","http://thesprawl.org/projects/latest/"
"sslnuke","5.c5faeaa","blackarch-cracker","https://github.com/jtripper/sslnuke"
"sslscan","2.1.5","blackarch-scanner","https://github.com/rbsec/sslscan"
"sslscan2","702.a1b0292","blackarch-scanner","https://github.com/rbsec/sslscan"
"sslsniff","0.8","blackarch-sniffer","http://www.thoughtcrime.org/software/sslsniff/"
"sslstrip","0.9","blackarch-proxy","https://github.com/moxie0/sslstrip"
"sslyze","6.0.0","blackarch-crypto","https://github.com/nabla-c0d3/sslyze"
"ssma","215.2a2b6bd","blackarch-malware","https://github.com/secrary/SSMA"
"ssrf-proxy","293.e79da7a","blackarch-proxy","https://github.com/bcoles/ssrf_proxy"
"ssrf-sheriff","2.f95d691","blackarch-webapp","https://github.com/teknogeek/ssrf-sheriff"
"ssrfmap","115.36eb5a3","blackarch-webapp","https://github.com/swisskyrepo/SSRFmap"
"stackflow","2.2af525d","blackarch-exploitation","https://github.com/d4rkcat/stackflow"
"stacoan","0.90","blackarch-mobile","https://github.com/vincentcox/StaCoAn"
"stacs","0.5.1.r0.g11f3503","blackarch-scanner","https://github.com/stacscan/stacs"
"staekka","9.57787ca","blackarch-exploitation","https://github.com/j-t/staekka"
"stardox","41.95b0a97","blackarch-recon","https://github.com/0xPrateek/Stardox"
"starttls-mitm","7.b257756","blackarch-proxy","https://github.com/ipopov/starttls-mitm"
"statsprocessor","0.11","blackarch-automation","http://hashcat.net/wiki/doku.php?id=statsprocessor"
"stegcracker","2.1.0","blackarch-stego","https://github.com/Paradoxis/StegCracker/tags"
"stegdetect","20.28a4f07","blackarch-stego","https://github.com/redNixon/stegdetect"
"steghide","0.5.1","blackarch-stego","http://steghide.sourceforge.net/"
"stegolego","8.85354f6","blackarch-stego","https://github.com/razc411/StegoLeggo"
"stegosip","11.5cda6d6","blackarch-tunnel","https://github.com/epinna/Stegosip"
"stegoveritas","1.10","blackarch-stego","https://github.com/bannsec/stegoVeritas/"
"stegseek","v0.6.r10.g5896978","blackarch-stego","https://github.com/RickdeJager/stegseek"
"stegsolve","1.3","blackarch-stego","https://github.com/zardus/ctf-tools/blob/master/stegsolve/install"
"stenographer","486.355604b","blackarch-sniffer","https://github.com/google/stenographer"
"stepic","0.4","blackarch-stego","http://domnit.org/stepic/doc/"
"stews","1.0.0.r7.gc7bba5a","blackarch-webapp","https://github.com/PalindromeLabs/STEWS"
"sticky-keys-hunter","15.c816fc9","blackarch-scanner","https://github.com/ztgrace/sticky_keys_hunter"
"stig-viewer","2.8","blackarch-scanner","https://www.stig-viewer.com"
"stompy","0.0.4","blackarch-misc","http://lcamtuf.coredump.cx/"
"stoq","769.8bfc78b","blackarch-code-audit","https://github.com/PUNCH-Cyber/stoq"
"storm-ring","0.1","blackarch-voip","http://packetstormsecurity.com/files/115852/Storm-Ringing-PABX-Test-Tool.html"
"stowaway","v2.2.r34.g33010c6","blackarch-proxy","https://github.com/ph4ntonn/Stowaway"
"strace","6.11","blackarch-binary","https://strace.io/"
"streamfinder","1.2","blackarch-windows","https://www.gaijin.at/en/dlstreamfind.php"
"striker","85.87c184d","blackarch-webapp","https://github.com/UltimateHackers/Striker"
"stringsifter","39.33c0cd5","blackarch-binary","https://github.com/fireeye/stringsifter"
"striptls","55.5ec712c","blackarch-proxy","https://github.com/tintinweb/striptls"
"strutscan","4.8712c12","blackarch-scanner","https://github.com/riusksk/StrutScan"
"stunnel","5.73","blackarch-networking","https://www.stunnel.org/"
"stunner","v0.5.8.r43.gf595160","blackarch-networking","https://github.com/firefart/stunner"
"sub7","2.2","blackarch-windows","https://dl.packetstormsecurity.net/trojans/Subseven.2.2.zip"
"subbrute","1.2.1","blackarch-scanner","https://github.com/TheRook/subbrute"
"subdomainer","1.2","blackarch-recon","http://www.edge-security.com/subdomainer.php"
"subfinder","v2.6.3.r517.gdf17c01","blackarch-recon","https://github.com/projectdiscovery/subfinder"
"subjack","182.49c51e5","blackarch-scanner","https://github.com/haccer/subjack"
"subjs","45.76ce9ec","blackarch-webapp","https://github.com/lc/subjs"
"sublert","67.56d2a12","blackarch-recon","https://github.com/yassineaboukir/sublert"
"sublist3r","138.729d649","blackarch-recon","https://github.com/aboul3la/Sublist3r"
"subover","71.3d258e2","blackarch-scanner","https://github.com/Ice3man543/SubOver"
"subscraper","34.29aa5cc","blackarch-recon","https://github.com/m8r0wn/subscraper"
"subterfuge","64.69dda99","blackarch-exploitation","https://github.com/Subterfuge-Framework/Subterfuge"
"sucrack","1.2.3","blackarch-cracker","http://labs.portcullis.co.uk/application/sucrack"
"suid3num","60.2241c9c","blackarch-exploitation","https://github.com/Anon-Exploiter/SUID3NUM"
"sulley","1.0.bff0dd1","blackarch-fuzzer","https://github.com/OpenRCE/sulley/"
"superscan","4.1","blackarch-windows","http://www.foundstone.com/us/resources/proddesc/superscan.htm"
"suricata","6.0.20","blackarch-defensive","https://suricata.io/download/"
"suricata-verify","1368.b195d4bc","blackarch-misc","https://github.com/OISF/suricata-verify"
"svn-extractor","45.6829804","blackarch-recon","https://github.com/anantshri/svn-extractor"
"swaks","20240103.0","blackarch-networking","https://jetmore.org/john/code/swaks/"
"swamp","59.3c8be65","blackarch-recon","https://github.com/jakecreps/swamp"
"swap-digger","51.4d18ce0","blackarch-forensic","https://github.com/sevagas/swap_digger"
"swarm","41.1713c1e","blackarch-scanner","https://github.com/Arvin-X/swarm"
"swfintruder","0.9.1","blackarch-reversing","http://code.google.com/p/swfintruder/"
"swftools","0.9.2","blackarch-binary","http://www.swftools.org/"
"syborg","36.5cd010b","blackarch-recon","https://github.com/MilindPurswani/Syborg"
"sylkie","0.0.4.r3.g1cf170f","blackarch-spoof","https://github.com/dlrobertson/sylkie"
"syms2elf","12.329c2ce","blackarch-reversing","https://github.com/danigargu/syms2elf"
"synflood","0.1","blackarch-dos","http://thesprawl.org/projects/syn-flooder/"
"synner","1.1","blackarch-spoof","http://packetstormsecurity.com/files/69802/synner.c.html"
"synscan","5.02","blackarch-scanner","http://www.digit-labs.org/files/tools/synscan/"
"syringe","12.79a703e","blackarch-backdoor","https://github.com/securestate/syringe"
"sysdig","0.39.0","blackarch-scanner","https://www.sysdig.com/"
"sysinternals-suite","6.4","blackarch-windows","http://sysinternals.com/"
"t50","5.8.7","blackarch-dos","https://gitlab.com/fredericopissarra/t50/tags"
"tabi","13.068a406","blackarch-defensive","https://github.com/ANSSI-FR/tabi"
"tachyon-scanner","467.0145e92","blackarch-scanner","https://github.com/delvelabs/tachyon"
"tactical-exploitation","95.7bbcb5d","blackarch-scanner","https://github.com/0xdea/tactical-exploitation"
"taipan","2.9.498.18","blackarch-scanner","https://github.com/enkomio/Taipan"
"takeover","98.a058647","blackarch-scanner","https://github.com/m4ll0k/takeover"
"talon","v3.1.r1.g8acc175","blackarch-cracker","https://github.com/optiv/Talon"
"taof","0.3.2","blackarch-fuzzer","http://taof.sf.net/"
"tbear","1.5","blackarch-bluetooth","http://freshmeat.net/projects/t-bear"
"tcgetkey","0.1","blackarch-dos","http://packetstormsecurity.com/files/119146/tcgetkey.1.html"
"tchunt-ng","208.b8cf7fc","blackarch-forensic","https://github.com/antagon/TCHunt-ng"
"tcpcontrol-fuzzer","0.1","blackarch-fuzzer","https://www.ee.oulu.fi/research/ouspg/tcpcontrol-fuzzer"
"tcpcopy","1283.21a3698","blackarch-networking","https://github.com/session-replay-tools/tcpcopy"
"tcpdstat","4.be5bd28","blackarch-networking","https://github.com/netik/tcpdstat"
"tcpdump","4.99.5","blackarch-networking","https://www.tcpdump.org/"
"tcpextract","1.1","blackarch-networking","https://pypi.python.org/pypi/tcpextract/"
"tcpflow","1.6.1","blackarch-networking","https://github.com/simsong/tcpflow"
"tcpick","0.2.1","blackarch-sniffer","http://tcpick.sourceforge.net/"
"tcpjunk","2.9.03","blackarch-exploitation","http://code.google.com/p/tcpjunk"
"tcpreplay","4.4.3","blackarch-networking","https://tcpreplay.appneta.com"
"tcptrace","6.6.7","blackarch-networking","http://tcptrace.org/"
"tcptraceroute","1.5beta7","blackarch-networking","http://michael.toren.net/code/tcptraceroute/"
"tcpwatch","1.3.1","blackarch-networking","http://hathawaymix.org/Software/TCPWatch"
"tcpxtract","1.0.1","blackarch-misc","http://tcpxtract.sourceforge.net"
"teamsuserenum","v1.0.r1.g0c8b6c2","blackarch-recon","https://github.com/immunIT/TeamsUserEnum"
"teardown","1.0","blackarch-voip","http://www.hackingexposedvoip.com/"
"tekdefense-automater","88.42548cf","blackarch-forensic","https://github.com/1aN0rmus/TekDefense-Automater"
"tell-me-your-secrets","v2.4.2.r3.g5434b9d","blackarch-code-audit","https://github.com/valayDave/tell-me-your-secrets"
"tempomail","26.5600ec3","blackarch-misc","https://github.com/kavishgr/tempomail"
"termineter","210.a802f94","blackarch-fuzzer","https://code.google.com/p/termineter/"
"testdisk","7.2","blackarch-forensic","https://www.cgsecurity.org/index.html?testdisk.html"
"testssl.sh","3.0.9","blackarch-crypto","https://github.com/drwetter/testssl.sh"
"tfsec","v0.63.1.r401.g6444d311b","blackarch-defensive","https://github.com/aquasecurity/tfsec"
"tftp-bruteforce","0.1","blackarch-cracker","http://www.hackingexposedcisco.com/"
"tftp-fuzz","1337","blackarch-fuzzer","http://nullsecurity.net/tools/fuzzer.html"
"tftp-proxy","0.1","blackarch-proxy","http://www.c0decafe.de/"
"tgcd","1.1.1","blackarch-networking","https://sourceforge.net/projects/tgcd/files/"
"thc-ipv6","3.8","blackarch-networking","https://github.com/vanhauser-thc/thc-ipv6"
"thc-keyfinder","1.0","blackarch-cracker","https://www.thc.org/releases.php"
"thc-pptp-bruter","0.1.4","blackarch-cracker","http://www.thc.org"
"thc-smartbrute","1.0","blackarch-cracker","https://www.thc.org/thc-smartbrute/"
"thc-ssl-dos","1.4","blackarch-dos","http://www.thc.org/thc-ssl-dos/"
"thcrut","1.2.5","blackarch-fingerprint","https://github.com/vanhauser-thc/THC-Archive/"
"thedorkbox","7.43852d3","blackarch-recon","https://github.com/cybersafeblr/thedorkbox"
"thefatrat","813.b0586d0","blackarch-automation","https://github.com/Screetsec/TheFatRat"
"thefuzz","160.b4c2c80","blackarch-fuzzer","https://github.com/droberson/thefuzz"
"theharvester","3763.16cc8afc","blackarch-recon","http://www.edge-security.com/theHarvester.php"
"themole","0.3","blackarch-webapp","http://sourceforge.net/projects/themole/"
"thezoo","223.61226e5","blackarch-malware","https://github.com/ytisf/theZoo"
"threat-dragon","2.2.0","blackarch-threat-model","https://owasp.org/www-project-threat-dragon/"
"threatspec","0.5.0","blackarch-defensive","https://github.com/threatspec/threatspec"
"thumbcacheviewer","1.0.3.7","blackarch-forensic","https://github.com/thumbcacheviewer/thumbcacheviewer"
"tidos-framework","v2.0.beta2.r22.g4098187","blackarch-webapp","https://github.com/0xInfection/TIDoS-Framework"
"tiger","3.2.3","blackarch-automation","http://www.nongnu.org/tiger/"
"tilt","90.2bc2ef2","blackarch-recon","https://github.com/AeonDave/tilt"
"timegen","0.4","blackarch-wireless","http://bastianborn.de/radio-clock-hack/"
"timeverter","83.24b715e","blackarch-cracker","https://github.com/D3vil0p3r/timeverter"
"tinc","1.0.36","blackarch-networking","https://www.tinc-vpn.org/"
"tinfoleak","3.6469eb3","blackarch-recon","https://github.com/technoskald/tinfoleak/"
"tinfoleak2","41.c45c33e","blackarch-recon","http://www.vicenteaguileradiaz.com/tools/"
"tinja","1.1.4.r0.gb470b21","blackarch-webapp","https://github.com/Hackmanit/TInjA"
"tinyproxy","1.11.2","blackarch-proxy","https://tinyproxy.github.io/"
"tls-attacker","6731.9dfb02e7b","blackarch-crypto","https://github.com/RUB-NDS/TLS-Attacker"
"tls-fingerprinting","257.4b6e878","blackarch-fingerprint","https://github.com/LeeBrotherston/tls-fingerprinting"
"tls-map","v3.0.0.r17.g2dc7677","blackarch-crypto","https://noraj.github.io/tls-map/"
"tls-prober","286.72b1029","blackarch-fingerprint","https://github.com/WestpointLtd/tls_prober"
"tlsenum","78.787c88b","blackarch-crypto","https://github.com/Ayrx/tlsenum"
"tlsfuzzer","1812.a0c066c","blackarch-crypto","https://github.com/tomato42/tlsfuzzer"
"tlshelpers","23.9e80719","blackarch-crypto","https://github.com/hannob/tlshelpers"
"tlspretense","v0.6.2.r22.g0a5faf4","blackarch-crypto","https://github.com/iSECPartners/tlspretense"
"tlssled","1.3","blackarch-automation","http://blog.taddong.com/2011/05/tlssled-v10.html"
"tlsx","v1.1.8.r0.g4e2bfc5","blackarch-scanner","https://github.com/projectdiscovery/tlsx"
"tnscmd","1.3","blackarch-misc","http://www.jammed.com/~jwa/hacks/security/tnscmd/"
"token-hunter","343.3358a33","blackarch-social","https://github.com/GitLab-Red-Team/token-hunter"
"token-reverser","10.cbb4528","blackarch-misc","https://github.com/dariusztytko/token-reverser"
"tomcatwardeployer","98.4535e64","blackarch-exploitation","https://github.com/mgeeky/tomcatWarDeployer"
"topera","19.3e230fd","blackarch-scanner","https://github.com/toperaproject/topera"
"tor","0.4.8.13","blackarch-proxy","https://www.torproject.org/download/tor/"
"tor-autocircuit","0.2","blackarch-defensive","http://www.thesprawl.org/projects/tor-autocircuit/"
"tor-browser","14.0.2","blackarch-defensive","https://www.torproject.org/projects/torbrowser.html"
"tor-router","22.5b79c1c","blackarch-defensive","https://github.com/Edu4rdSHL/tor-router"
"torcrawl","135.7cf7a19","blackarch-webapp","https://github.com/MikeMeliz/TorCrawl.py"
"torctl","0.5.7","blackarch-automation","https://github.com/BlackArch/torctl"
"torpy","60.ebf000c","blackarch-networking","https://github.com/torpyorg/torpy"
"torshammer","1.0","blackarch-dos","http://sourceforge.net/projects/torshammer/"
"torsocks","2.4.0","blackarch-proxy","https://gitlab.torproject.org/tpo/core/torsocks"
"tpcat","latest","blackarch-misc","http://sourceforge.net/projects/tpcat/"
"tplmap","719.616b0e5","blackarch-webapp","https://github.com/epinna/tplmap"
"traceroute","2.1.5","blackarch-recon","http://traceroute.sourceforge.net/"
"trape","132.6baae24","blackarch-social","https://github.com/jofpin/trape"
"traxss","81.48dee2e","blackarch-scanner","https://github.com/M4cs/traxss"
"treasure","2.b3249be","blackarch-recon","https://github.com/GuerrillaWarfare/Treasure"
"trevorproxy","1.0.6","blackarch-proxy","https://github.com/blacklanternsecurity/TREVORproxy"
"trevorspray","2.3.0","blackarch-cracker","https://github.com/blacklanternsecurity/TREVORspray"
"trid","2.24","blackarch-forensic","http://mark0.net/soft-trid-e.html"
"trinity","5192.e7187245","blackarch-fuzzer","http://codemonkey.org.uk/projects/trinity/"
"triton","4256.b022f317","blackarch-binary","https://github.com/JonathanSalwan/Triton"
"trivy","0.57.0","blackarch-scanner","https://github.com/aquasecurity/trivy"
"trixd00r","0.0.1","blackarch-backdoor","http://nullsecurity.net/tools/backdoor.html"
"truecrack","35","blackarch-cracker","http://code.google.com/p/truecrack/"
"truegaze","117.c3f26bc","blackarch-mobile","https://github.com/nightwatchcybersecurity/truegaze"
"truehunter","14.0a2895d","blackarch-forensic","https://github.com/adoreste/truehunter"
"trufflehog","v3.83.7.r2.g03a69518d","blackarch-code-audit","https://github.com/dxa4481/truffleHog"
"trusttrees","102.a9b7399","blackarch-recon","https://github.com/mandatoryprogrammer/TrustTrees"
"tsh","0.6","blackarch-backdoor","http://packetstormsecurity.com/search/?q=tsh"
"tsh-sctp","2.850a2da","blackarch-backdoor","https://github.com/infodox/tsh-sctp"
"ttpassgen","133.a06d99d","blackarch-automation","https://github.com/tp7309/TTPassGen"
"tunna","41.cba006d","blackarch-networking","https://github.com/SECFORCE/Tunna"
"turner","32.fad9423","blackarch-networking","https://github.com/staaldraad/turner"
"tweets-analyzer","55.8d6bd3c","blackarch-social","https://github.com/x0rz/tweets_analyzer"
"tweetshell","21.47a415c","blackarch-cracker","https://github.com/thelinuxchoice/tweetshell"
"twint","845.e7c8a0c7","blackarch-social","https://github.com/twintproject/twint"
